VideoId,keyWords,type,length,heat,rating
2905,"5,64,66",5.0,2,99.81,3.32
1002,"19,30,62",6.0,3,106.81,3.32
3650,"19,66,12,73,22",5.0,1,105.3,3.32
2472,"7,6",1.0,1,59.78,3.32
1475,"5,51",4.0,1,67.67,3.32
3030,"19,33,51",4.0,1,80.65,3.32
653,"19,33,73,80",6.0,11,62.46,3.32
552,"5,15,21",1.0,1,94.94,3.32
1467,"5,64,33,73,10",4.0,1,83.51,3.32
816,"19,62,41",5.0,1,89.13,3.32
462,"3,12,22",4.0,1,103.55,3.315
3186,"5,8,33,72,73",2.0,1,75.52,3.31
3311,45,1.0,1,84.37,3.315
1645,"5,64,47,1,59",1.0,1,68.27,3.315
646,49,6.0,8,68.74,3.315
1573,"5,61,73,80",4.0,1,76.07,3.315
607,"14,62",5.0,1,82.2,3.315
1824,"7,64,47",1.0,1,78.08,3.315
2051,"19,62,38",5.0,1,93.99,3.315
69,"19,41",5.0,1,84.72,3.315
1432,"5,37,73,6",6.0,10,71.27,3.315
2917,"19,62,41",6.0,3,101.92,3.315
3953,"19,66,30,62,6",4.0,1,100.8,3.315
3184,"19,47,30,62",6.0,3,87.91,3.315
1491,"7,64,47,75,1,51",6.0,11,83.6,3.315
1173,"19,8,66,47,12,1,30,62,22",6.0,3,110.51,3.315
3199,5,3.0,1,86.39,3.315
3716,"5,8,73,6",1.0,1,89.95,3.315
3954,"5,66,62,6",4.0,1,95.94,3.315
698,"7,15,8,47,1",4.0,2,88.82,3.315
3515,"5,37,47,11,73",6.0,6,98.04,3.31
3543,19,5.0,1,68.55,3.31
3902,52,4.0,1,73.22,3.31
1667,"19,47,1,30",5.0,1,75.25,3.31
514,"19,66,30",5.0,2,89.69,3.31
769,19,5.0,2,106.47,3.31
491,"19,8,41",6.0,3,87.34,3.31
275,"26,62,59",4.0,1,105.4,3.31
1309,45,2.0,1,65.62,3.31
681,"19,62,41",5.0,1,84.16,3.31
1069,"7,8,47,30",1.0,1,86.51,3.31
3084,"19,8,62,6,9",1.0,1,65.44,3.31
2404,"23,75",3.0,1,49.0,3.31
2425,"19,34,9",4.0,1,88.24,3.31
2972,"26,62,59",5.0,3,103.62,3.31
1581,"23,30",3.0,1,98.96,3.31
3717,19,6.0,3,73.32,3.31
3608,81,1.0,1,74.35,3.305
3198,"5,21,17",5.0,1,97.38,3.305
1177,"19,72,41",6.0,3,99.6,3.305
2315,"26,59",4.0,3,79.91,3.305
1629,"7,8,24,21",5.0,1,90.83,3.305
3075,"19,8,73,22",6.0,5,80.19,3.3
1368,"19,66,30,21",5.0,1,99.43,3.3
75,"28,75",1.0,1,62.82,3.3
1387,"7,64,8",6.0,12,64.81,3.3
614,"5,33,73",3.0,1,81.84,3.3
331,"5,64,62,73",6.0,3,87.84,3.3
2658,"5,33,73,80",6.0,10,103.82,3.3
2849,"28,11",4.0,1,69.97,3.3
3158,"19,41",5.0,1,98.72,3.3
1453,"5,64,8,47,1",6.0,3,102.95,3.3
1494,"5,64,51,30",6.0,3,81.62,3.3
3136,"19,66,62,9",5.0,1,81.5,3.3
3327,"7,64,47",3.0,1,79.43,3.3
252,"19,66,62,9",6.0,3,102.61,3.3
2420,"19,30,62,38,41",3.0,3,82.17,3.3
836,"5,8,33,61,73",4.0,1,60.45,3.3
2038,"5,37,64,8",6.0,3,106.22,3.3
2766,"5,33,73",5.0,1,83.12,3.295
522,"19,47,41",6.0,2,71.08,3.295
2780,"5,55,33,6",6.0,11,85.62,3.29
773,"5,73,80",1.0,1,73.51,3.295
2088,"7,64,47,75,6",5.0,1,65.84,3.295
2610,50,6.0,11,63.68,3.295
1308,"23,65",1.0,1,63.73,3.295
2737,"19,62,41",6.0,3,112.29,3.295
804,"5,37,24,79",6.0,3,82.61,3.295
535,26,4.0,1,61.94,3.295
558,"19,41",3.0,13,101.02,3.295
1578,"5,37,47,6",6.0,20,106.23,3.295
1356,"7,47,6",6.0,6,69.87,3.295
3450,"7,33,73,6",6.0,6,94.02,3.295
2019,5,5.0,1,80.08,3.29
1851,"5,64,51,73",6.0,11,65.71,3.29
1839,"49,59",4.0,2,61.78,3.29
1155,"5,37,73,6",6.0,11,72.41,3.29
1295,"19,12,30,62",6.0,3,118.72,3.29
2612,"5,37,33,73,6",6.0,11,74.67,3.29
1449,"7,47",6.0,6,60.08,3.29
2017,"7,75",6.0,5,71.56,3.29
1743,19,4.0,1,55.89,3.29
2083,"7,64,47,75",5.0,1,83.24,3.285
1166,"5,64,47,1,72,59",1.0,1,73.35,3.29
3295,"19,8,12,30,41",6.0,6,101.69,3.29
1856,"5,22",4.0,1,58.76,3.29
2676,"5,8,79,62,59",4.0,1,78.81,3.29
3118,"45,62,41",2.0,1,69.01,3.29
3487,"19,66,61,62,22",4.0,1,97.71,3.29
3568,"19,1",6.0,3,103.46,3.29
2024,"26,59",4.0,1,108.03,3.285
265,"23,61",4.0,1,72.65,3.285
2155,19,6.0,6,71.55,3.285
3438,"23,72,30,41",2.0,1,59.38,3.285
2139,"5,37,33",6.0,8,63.84,3.285
3591,28,1.0,1,56.0,3.285
2461,"5,8,47,1,62",6.0,3,119.7,3.285
1365,"7,64,47,75",5.0,1,100.42,3.285
2709,"5,47,1",6.0,6,110.07,3.285
1649,19,5.0,2,90.1,3.285
2101,"5,37,64,1,10,21",4.0,1,82.53,3.285
2071,"5,73,22",6.0,3,118.95,3.28
970,"19,73,6",1.0,1,67.67,3.28
3655,"5,65,57,48,22",6.0,6,91.38,3.28
662,"5,37,73",5.0,1,89.54,3.28
1681,28,4.0,1,61.46,3.28
3661,"23,47,1,59",4.0,1,63.86,3.28
3420,5,3.0,6,107.69,3.28
2708,"5,64,75,33,51,73,6",6.0,7,76.69,3.28
1714,"5,37,64,47,75",5.0,1,84.52,3.28
1719,"5,37,64,47,75",5.0,1,76.69,3.28
3328,"5,65,33",6.0,11,82.61,3.28
315,"5,33",6.0,5,109.43,3.28
3244,"5,37,64,47,33",6.0,11,73.6,3.28
1895,"7,75",1.0,1,74.3,3.28
1394,"19,66,12,30",5.0,1,108.03,3.275
2140,"19,47,1,41",6.0,3,100.27,3.275
3111,7,1.0,1,77.24,3.275
2515,"5,15,11,21",6.0,8,91.42,3.275
2760,"23,72,30,41",2.0,1,75.08,3.275
870,"5,37,30,73,6",6.0,5,70.19,3.275
3057,"7,33,73,6",6.0,11,74.1,3.275
2957,"19,33",5.0,1,79.61,3.275
1049,"23,12,30",5.0,1,89.81,3.275
1350,"5,33,61,73,80",6.0,3,101.72,3.275
3424,"19,41",1.0,1,94.22,3.275
1898,"23,9",6.0,6,67.87,3.275
2045,19,3.0,3,81.05,3.275
2673,45,2.0,1,77.95,3.275
889,"19,24",5.0,1,101.09,3.275
364,"7,64,47,75,30,6",6.0,6,68.66,3.275
432,"5,8,33,61,73",4.0,1,60.23,3.275
3882,"5,37,33,73,6,80",6.0,6,74.08,3.275
2763,"23,30,21",6.0,3,105.36,3.275
2333,"7,64,8,47,30,73,59",4.0,1,80.46,3.27
313,"5,64,66,30,73",4.0,3,86.54,3.27
356,"5,64,51,73,6",5.0,1,68.22,3.27
1427,"7,8,61,73,80",5.0,1,75.52,3.27
3869,"19,73,6",1.0,1,67.26,3.27
2494,"28,59",6.0,3,97.14,3.27
1504,"23,30,59",1.0,1,89.43,3.27
124,"28,75",1.0,1,71.73,3.27
981,"19,1,62,41",6.0,13,91.7,3.27
3532,"13,59",6.0,10,72.12,3.27
3603,"7,64,47,75,1",6.0,41,58.01,3.27
171,"19,66,30,6,21",4.0,1,101.58,3.27
1698,"28,51,48",6.0,6,102.75,3.27
3142,"7,64,75,33,73,6",6.0,16,108.55,3.27
1873,"7,47,75",1.0,1,69.72,3.27
1324,"81,9",1.0,1,59.06,3.27
2401,2,4.0,1,70.44,3.27
2548,"5,37,64,75,33,73,6,10",6.0,11,64.15,3.265
2050,"5,33,61,73",4.0,1,74.46,3.265
993,"60,73",6.0,8,60.77,3.265
3884,"7,41",6.0,8,60.27,3.265
2326,"23,41,9",6.0,3,79.28,3.265
1391,"5,66,12,33,30,62,73",6.0,3,120.96,3.265
3825,"7,64,47,1",3.0,5,80.08,3.265
1704,"19,1,59",6.0,18,70.03,3.265
1912,"19,72,41",6.0,3,109.3,3.265
538,"5,55,73",3.0,1,89.01,3.265
2470,"5,33,61,73",4.0,1,74.33,3.265
2575,"5,73,6,80,10",6.0,11,70.27,3.265
810,"7,64,47",6.0,35,63.13,3.265
3308,"5,33,61,73",4.0,1,91.36,3.26
2191,"19,30,62,73,41",6.0,3,99.75,3.26
2995,"5,64,1,62,73,59,41,10",6.0,11,100.88,3.26
2824,"2,1",3.0,1,85.27,3.26
1869,"7,47,75",6.0,11,78.37,3.26
3575,"5,37,33,73",4.0,1,57.0,3.26
281,"28,65,1,30,59,21",5.0,2,79.49,3.26
885,"19,66",5.0,1,85.85,3.26
3976,"19,51",3.0,2,82.32,3.255
848,"23,41",5.0,1,71.19,3.26
3005,"60,51,73",5.0,1,82.53,3.26
3955,"19,30",4.0,2,77.19,3.26
2370,"5,64,47,75",5.0,1,86.88,3.26
2192,45,2.0,1,70.02,3.26
3574,"7,8,33,73,6",4.0,1,78.76,3.26
2205,"28,75",1.0,1,64.67,3.26
3132,45,2.0,1,69.09,3.26
909,"23,30,62",5.0,1,83.5,3.26
2144,"19,47",5.0,1,86.19,3.26
132,28,1.0,1,67.24,3.26
2329,"5,37,15,8,11,10",1.0,1,100.77,3.26
1601,"5,70,73",5.0,1,89.2,3.255
828,"19,62,41",5.0,1,64.47,3.255
3019,"19,47,1,51",4.0,1,88.85,3.255
596,"23,30,59,34",1.0,1,80.62,3.255
2202,40,4.0,1,96.87,3.25
1021,5,3.0,1,90.47,3.255
2055,"23,9",5.0,1,72.97,3.25
2921,"5,47,11,73",6.0,3,105.36,3.25
3787,"7,47,70,6",6.0,11,101.67,3.25
3843,"45,34",4.0,1,84.75,3.25
568,"5,64,33,73,6",6.0,3,95.76,3.25
91,"19,66,51,62,6",4.0,1,86.49,3.25
122,"52,30,62,41",6.0,3,114.52,3.25
3148,"5,33,73,6",4.0,1,66.55,3.25
2104,"5,64",1.0,2,91.11,3.245
3033,"68,72,62,59",6.0,3,102.4,3.25
1748,"28,75",6.0,6,63.49,3.25
3456,"5,37,66,47",6.0,3,105.77,3.25
2732,"27,11,21",6.0,3,102.43,3.25
1495,"7,64,47",5.0,2,71.98,3.25
551,"5,66,10,21",6.0,3,124.86,3.245
1011,"5,37,64,30,73,10",4.0,1,82.91,3.245
544,"23,65,75,59,41",5.0,1,61.88,3.245
344,"23,59,9",1.0,1,58.85,3.245
214,"7,65",6.0,6,66.12,3.245
2691,"28,75",6.0,6,77.5,3.245
3585,52,6.0,6,60.77,3.245
507,"7,33,73,80",6.0,3,96.11,3.245
1566,"7,64,6,21",4.0,1,78.64,3.245
564,23,1.0,1,68.6,3.245
2179,"19,8,24,79",6.0,5,116.68,3.245
3380,"13,62,59",6.0,19,74.33,3.245
165,"19,47,1,30,59",4.0,1,65.69,3.245
964,"28,1,62,59",6.0,22,77.58,3.245
1445,"5,65,57,48",1.0,1,87.26,3.245
359,"19,66,62,41",5.0,1,83.36,3.245
431,"7,64,47,75",4.0,1,79.05,3.245
3725,"19,41",5.0,2,77.64,3.245
2312,"19,8,30,62",3.0,1,96.65,3.24
790,"5,47,61,73",6.0,6,93.89,3.24
3266,"5,47,11,75,6,21",1.0,1,62.16,3.24
1023,"5,37,47,33",4.0,3,68.41,3.24
241,"28,1,30,59",6.0,10,69.4,3.24
2867,"28,65",6.0,295,64.02,3.24
2967,"19,51,30,10",6.0,8,67.89,3.24
1070,"7,64,47,33,6",4.0,1,64.86,3.24
440,"5,37,64,47",4.0,1,68.71,3.24
1281,"5,37,66,47",4.0,1,87.57,3.24
1821,"19,47,21",5.0,1,81.7,3.24
273,"5,37,8,33,61,73,80",4.0,2,82.42,3.24
2844,"26,62",4.0,1,96.01,3.24
3835,"5,8,33,73",6.0,3,113.41,3.235
2125,"19,73,6",1.0,1,66.95,3.235
3058,"7,64,47",5.0,1,73.39,3.235
3168,"7,33,61,73,6,80",4.0,2,93.53,3.235
801,"19,62,9",4.0,1,71.76,3.235
1236,"60,73,6",6.0,5,61.46,3.235
1751,"23,61,73,41",3.0,1,77.77,3.235
1934,"5,47,75",4.0,1,79.81,3.235
3234,"19,75",6.0,7,60.63,3.235
3720,"7,64",6.0,11,76.12,3.235
2743,"5,37,73,80",4.0,1,83.99,3.235
3904,"19,41",5.0,1,78.74,3.235
2207,"19,47,62,6,21",5.0,1,65.44,3.235
414,"19,41",5.0,1,95.29,3.23
2822,"5,37,55,33,73,6,9",6.0,11,87.66,3.23
3799,"5,37,33,61,6",6.0,11,69.67,3.23
2698,"23,30,38,21",4.0,1,105.81,3.23
1813,"43,8",1.0,1,68.27,3.23
1822,"60,61,73,6,80",4.0,1,94.39,3.23
2223,"50,59",3.0,1,67.13,3.23
1160,"19,66,30,6,21",6.0,3,118.68,3.23
1267,"5,8,30,59,21",4.0,1,111.18,3.23
2414,19,5.0,3,74.35,3.23
3558,"7,73",4.0,1,55.43,3.23
295,"5,64,8,57,30,41,9",1.0,1,70.64,3.23
3906,49,6.0,6,64.86,3.23
268,19,6.0,3,66.76,3.225
4,19,5.0,3,69.51,3.225
1198,"23,59,9",1.0,1,61.81,3.225
3618,"5,33,73",6.0,8,61.68,3.225
3100,"23,12,30,62",4.0,1,79.93,3.225
3503,"5,64,21",4.0,1,65.1,3.225
2863,"5,37,33,73",6.0,8,57.25,3.225
3833,"7,64,57",6.0,3,102.27,3.225
1110,"60,61,73",5.0,1,69.48,3.225
2810,"7,64,8,47,1,33,30,59",5.0,2,79.23,3.225
3826,"23,47,41",1.0,1,80.57,3.225
3700,"19,8,30,41",6.0,3,101.17,3.225
3041,"27,65,30,22,21",5.0,1,84.08,3.225
3784,"7,47,75",1.0,1,77.79,3.225
679,44,4.0,1,67.36,3.225
1728,50,6.0,3,116.51,3.225
1919,"7,64,66,47,1,22",4.0,1,83.26,3.225
1299,43,1.0,1,68.86,3.225
1533,"5,73,22",5.0,1,84.96,3.22
3083,"28,21",4.0,1,68.22,3.22
3432,"7,47,11,33,78,73,6,80,21",6.0,5,99.7,3.22
1870,"19,66,30,62,41",6.0,3,119.53,3.22
196,"7,15,8,47,65,30,59,21",4.0,1,82.0,3.22
899,"5,64,66",6.0,4,85.64,3.22
1139,"28,12,30,62",6.0,3,116.35,3.22
1994,"27,65,21",1.0,1,72.94,3.22
1947,"7,15,47,73,22",1.0,1,78.56,3.22
2272,"43,73",4.0,1,66.31,3.22
2396,"19,11,21,17",6.0,2,72.76,3.22
447,"26,62,59",4.0,1,76.88,3.215
2638,"5,12,30,59",6.0,3,122.44,3.215
3260,7,6.0,11,70.42,3.215
1890,"50,21",5.0,1,90.37,3.215
1979,"7,8,33,61,73,80",6.0,3,89.91,3.215
2336,"5,47,11,6,21",1.0,1,61.02,3.215
1,"7,64,8",6.0,19,76.43,3.215
961,"3,22",5.0,2,104.1,3.215
1169,"5,64,66,33",4.0,1,80.04,3.215
3080,"13,30",6.0,3,90.57,3.215
3261,"19,30,73",5.0,1,70.3,3.22
3928,"19,30,59",5.0,1,77.12,3.21
1347,"5,37,33,73",4.0,1,56.85,3.21
3715,"13,62,59",6.0,13,63.19,3.21
980,"19,66,33,73",4.0,2,75.35,3.21
2073,"5,8,47,1,62",4.0,1,96.09,3.21
2189,"7,75",4.0,1,61.09,3.21
3185,"7,64,47,75,1,10",6.0,6,62.96,3.21
901,"5,64",6.0,3,70.96,3.21
2742,"7,47,75",1.0,1,67.05,3.21
2563,50,4.0,1,94.18,3.21
3564,60,4.0,1,60.27,3.21
1790,"19,47,1",6.0,3,103.92,3.21
509,"27,47,30,22",1.0,1,90.21,3.205
3477,"5,73,41",6.0,3,107.08,3.205
1575,"19,66,30,22,41",4.0,1,86.56,3.205
1964,"5,8,61,73,6,80",1.0,1,93.24,3.205
1241,"19,66,30,41",4.0,1,94.65,3.205
3126,"7,47,65,30",1.0,1,78.02,3.205
925,"5,37,64,73,6",4.0,1,72.82,3.205
2411,"5,33,79,73",6.0,8,62.43,3.205
3886,23,3.0,1,63.49,3.205
2727,"7,47,12,1",6.0,3,104.94,3.205
3814,"5,37,61,73,6",6.0,3,69.49,3.205
1180,"19,30,62",5.0,1,76.51,3.205
1376,"19,66,47,30",6.0,3,118.65,3.2
2589,"19,66",4.0,1,103.77,3.2
748,19,6.0,11,65.44,3.2
2078,"5,33,72",4.0,1,69.91,3.2
3740,"5,37,64,1,33,73",4.0,1,75.87,3.2
3692,"7,8,47,21",6.0,3,87.29,3.2
3085,"13,62,59",6.0,9,63.27,3.2
687,"19,66,30,41,21",4.0,1,78.38,3.2
1386,"7,64,47,1,51,22",5.0,2,71.11,3.2
1992,"5,6,9",6.0,3,64.2,3.2
1171,"28,41",1.0,1,55.77,3.2
3293,"19,8,66,11,21",4.0,1,90.98,3.2
1068,"19,47,30,59,17",5.0,1,57.59,3.2
714,"5,33,73,10",1.0,1,71.47,3.2
3815,"5,64,75,17",5.0,1,64.74,3.2
3475,"19,62,41",6.0,5,81.93,3.2
1946,"5,65,61,10",5.0,1,84.1,3.195
2057,"19,59,41",6.0,3,96.97,3.195
1189,23,5.0,1,82.02,3.195
2625,"19,73",4.0,2,70.03,3.195
2169,19,5.0,1,75.64,3.195
912,"5,47,70",6.0,11,107.6,3.19
423,"5,37,64,24",6.0,3,85.83,3.19
405,74,5.0,1,60.01,3.19
784,45,2.0,1,64.02,3.19
1027,"27,65,21",1.0,1,73.74,3.19
488,"26,59",5.0,1,78.12,3.19
3809,"45,41",1.0,1,92.77,3.19
3437,"23,11,73",6.0,5,90.76,3.19
1974,"7,64,73,80",5.0,2,79.14,3.19
1257,74,6.0,6,64.02,3.19
1384,"5,65",5.0,1,62.43,3.19
879,"19,8",4.0,1,80.89,3.19
1664,19,5.0,2,87.53,3.19
3133,"19,47,70",4.0,1,102.17,3.185
3335,"5,37,8,47,1,22",1.0,1,82.73,3.185
2032,"23,59,9",1.0,1,58.85,3.185
3751,"5,37,73",5.0,1,63.7,3.185
523,"23,1,59,21",4.0,3,87.48,3.185
3870,"5,73,10",4.0,1,65.84,3.185
3651,"23,33,73,80",1.0,1,79.29,3.185
48,"5,37,64,6",6.0,11,67.65,3.185
3105,"27,8,65,30",3.0,1,73.34,3.185
84,40,6.0,5,66.27,3.185
325,"23,62",4.0,1,67.17,3.185
399,"23,72,6",4.0,1,76.03,3.185
3864,"19,22,41",4.0,1,79.33,3.185
41,"5,8,65",5.0,1,97.05,3.175
126,"23,47,75",1.0,1,62.87,3.18
3096,"19,66,30,22,21",4.0,1,97.06,3.18
1793,"23,12,30,62",6.0,3,78.26,3.18
2030,"68,30,62",6.0,3,100.08,3.18
864,32,1.0,1,68.97,3.18
11,"5,55,6,9",6.0,5,57.92,3.18
121,"19,30,21",6.0,5,94.96,3.18
1901,"60,73",3.0,3,94.14,3.18
413,"19,51",1.0,1,75.0,3.18
3195,"19,66,62,6",4.0,1,97.19,3.175
3286,"5,37,64,6",6.0,11,62.84,3.175
1174,"5,8,65,48",4.0,1,80.56,3.175
3838,"28,1",6.0,3,91.59,3.175
3635,"5,37,10",4.0,1,64.79,3.175
2536,19,4.0,1,81.79,3.175
2783,"28,73,21",5.0,1,84.24,3.175
3059,2,6.0,6,63.02,3.175
1103,"23,62,73,21",1.0,1,101.37,3.175
2427,"19,66,30,62",4.0,1,71.99,3.175
617,"23,33,73",1.0,1,62.22,3.175
258,"5,37,64,33,73",6.0,6,61.02,3.175
1982,23,1.0,1,78.8,3.175
1083,"19,41",6.0,6,61.42,3.175
1000,"19,47,75",6.0,5,64.74,3.175
3290,"19,73,41,9",4.0,1,80.61,3.17
2965,"5,64,62,6,21",4.0,1,77.67,3.17
1101,"19,66,62",6.0,3,109.99,3.17
968,"19,73,6",1.0,1,66.47,3.17
391,"7,64,47,1",4.0,1,65.42,3.17
3217,45,2.0,1,67.87,3.17
1539,"7,64,8",1.0,1,58.19,3.17
3529,"23,30",4.0,1,81.1,3.17
1107,"19,41,9",3.0,1,91.28,3.17
1143,"19,66,12,30",6.0,3,114.86,3.17
392,"45,59,9",6.0,3,74.9,3.17
3023,"19,33,51",3.0,1,75.99,3.17
3619,"23,30",4.0,1,79.11,3.17
1407,"19,41",5.0,2,84.16,3.17
3890,"5,37,73,80",1.0,1,77.04,3.17
1737,"5,37,6",4.0,1,90.58,3.17
1006,"5,37,61,73",4.0,1,79.12,3.17
1872,"19,8",5.0,1,71.25,3.17
1147,"60,61,73,6,80",4.0,2,83.49,3.17
1364,44,3.0,3,90.26,3.17
1525,"5,47,70,6",5.0,1,80.56,3.17
3098,"23,61,72",2.0,1,59.26,3.165
3566,"23,30,41",1.0,1,77.52,3.165
1443,"28,75",4.0,1,78.2,3.165
3780,"19,8,30,41",4.0,3,94.39,3.165
2628,"28,75",6.0,6,60.67,3.165
1483,"5,64",4.0,1,77.74,3.165
2590,"7,64,1,30",1.0,1,78.26,3.16
2413,"5,37,47,1,33,73",4.0,1,80.35,3.16
2062,"19,47,75,21,17",6.0,3,80.34,3.16
2555,"7,47",1.0,1,56.0,3.16
2089,19,6.0,6,62.76,3.16
3930,"5,37,70,75,73",6.0,7,79.11,3.16
1007,"60,73,80",3.0,1,75.11,3.16
3309,"5,37,66,47",6.0,3,114.76,3.16
2550,"7,65,59",6.0,6,62.64,3.16
1700,"7,47",6.0,11,69.43,3.16
1378,"19,8,72",4.0,1,93.28,3.16
3117,"7,30",4.0,1,89.36,3.16
2363,"28,59",4.0,1,63.16,3.16
2335,"19,73,6",6.0,11,102.11,3.155
1924,"19,75",6.0,11,54.38,3.155
1800,"28,11,21",1.0,1,82.23,3.155
1814,"5,37,75,33,73,6",6.0,9,84.07,3.155
1885,"5,37,1,72,73,10",2.0,1,78.51,3.155
3583,"19,8,30",1.0,1,63.84,3.155
3212,19,5.0,1,63.81,3.155
1893,"19,62,41",6.0,3,106.98,3.155
940,3,5.0,2,95.11,3.16
1265,"7,64,47",1.0,1,65.35,3.155
93,"5,37,66,47",5.0,2,94.61,3.155
3553,"68,62,59",3.0,6,111.41,3.155
1721,5,4.0,1,68.68,3.155
593,"19,30,59,41",1.0,1,63.6,3.15
3130,"5,37,33,73",6.0,6,90.48,3.15
2041,"5,37,8,73",4.0,1,73.97,3.15
811,"19,66,33,22",6.0,3,110.18,3.15
1635,"7,33,73,6",6.0,6,76.56,3.15
368,"19,41",6.0,5,76.75,3.15
933,"19,33,51",3.0,2,87.66,3.15
2194,"5,47,57,48,10",4.0,1,76.37,3.15
819,"19,48,62",5.0,2,70.25,3.15
704,"19,65,22",5.0,1,65.78,3.15
222,"7,64,75",6.0,5,73.28,3.15
3607,"23,12,30,62,41",6.0,3,98.17,3.15
2157,2,4.0,1,61.91,3.15
3783,"7,75",5.0,1,58.89,3.145
74,"19,41",3.0,3,86.1,3.145
1114,"7,33,73",6.0,6,69.21,3.145
3958,"60,73",6.0,3,94.61,3.145
1861,"68,72",6.0,3,91.97,3.145
2567,"19,6",6.0,6,64.04,3.145
35,"5,64,75,9",6.0,11,61.42,3.145
671,"19,72",6.0,3,91.69,3.145
3862,19,5.0,2,99.67,3.145
90,"5,61,22",5.0,1,60.77,3.145
1227,"7,64,16,47,72,24",4.0,3,64.04,3.14
411,"19,47,41",3.0,2,78.11,3.14
137,"19,66,41",6.0,4,101.14,3.14
2007,"45,62",3.0,1,80.44,3.14
382,"19,62",6.0,11,59.3,3.14
3046,"60,61,73,80",5.0,3,76.63,3.14
2152,"5,57,62",4.0,1,75.27,3.14
553,"7,8,47",4.0,1,90.51,3.14
2978,"28,30",4.0,1,65.17,3.135
3663,"5,47",6.0,3,115.13,3.135
1780,"7,47,1,6",1.0,1,67.94,3.135
2752,"23,59,34",4.0,1,91.16,3.135
2064,"5,37,33,73",4.0,1,82.44,3.135
913,"5,64,75,6",5.0,1,64.86,3.135
711,28,5.0,1,82.29,3.135
1293,"3,9",5.0,2,100.93,3.135
1634,,1.0,1,61.29,3.135
342,45,2.0,1,71.06,3.135
638,"5,37,64,66,33,61,30,73",4.0,1,94.31,3.135
260,"5,64,8,65,30,48,59",6.0,6,86.54,3.135
235,"19,57,51,48,73,10",5.0,2,81.74,3.135
3322,13,6.0,3,111.69,3.135
1074,"19,47",6.0,10,76.89,3.13
3070,"23,33,78,73",5.0,1,79.27,3.13
723,"19,8,30,62,59",4.0,1,87.94,3.13
3948,"7,47,65",4.0,1,59.97,3.13
3961,"3,1",4.0,1,66.25,3.13
2120,"45,41",6.0,3,113.59,3.13
652,19,1.0,1,64.98,3.13
532,"52,62",6.0,4,97.0,3.13
2986,"19,75,1,30",1.0,1,60.23,3.11
2399,"19,22,41",4.0,1,60.12,3.13
131,"5,37,47,72,30,73,6,10,21",6.0,3,96.84,3.125
1459,"5,47",1.0,1,92.86,3.125
2788,"5,37,64,47",4.0,1,97.97,3.125
45,"7,8,65",6.0,6,70.43,3.125
3151,23,1.0,1,77.31,3.125
2099,"7,75",6.0,11,71.8,3.125
95,"19,47,75",5.0,2,78.03,3.125
189,"7,64,47,75,1",6.0,146,58.37,3.125
1204,"23,21",1.0,1,70.06,3.125
2854,45,2.0,1,78.99,3.125
2199,"5,24,22",4.0,1,69.05,3.125
3579,"19,62",4.0,1,78.12,3.125
350,"7,65,11,59,21",4.0,1,82.78,3.125
3021,"43,11,21",6.0,3,98.2,3.125
533,"19,41",3.0,6,86.67,3.125
1854,"7,75",1.0,1,60.2,3.12
2026,52,3.0,1,77.23,3.12
1764,19,6.0,10,82.12,3.12
3429,"5,73",6.0,3,99.53,3.12
1973,"5,64,66,6,10",5.0,1,71.19,3.12
1847,"28,21",1.0,1,74.77,3.12
2907,"28,59",5.0,1,84.87,3.12
1163,"19,22,41",6.0,28,67.24,3.12
3129,"19,66,62",4.0,1,58.33,3.12
1532,"23,30,62",3.0,1,105.47,3.12
992,"19,6",5.0,1,72.19,3.12
632,"19,65,22",5.0,1,65.03,3.12
3009,"5,37,47,33,73",4.0,1,80.34,3.115
3242,"23,78,73,34",5.0,1,99.95,3.115
3251,"49,24,21",5.0,1,67.15,3.115
2554,"5,47",6.0,3,114.16,3.115
735,"5,66,47",5.0,1,96.27,3.115
3115,"3,47,12,72",2.0,1,87.29,3.115
3258,"5,64,66,47,21",4.0,1,80.81,3.11
2591,"5,37,64,6",6.0,11,62.87,3.11
1191,"19,21",6.0,3,80.29,3.11
1831,23,3.0,1,70.95,3.11
2498,"19,66,33,22",5.0,2,87.53,3.11
3670,"5,15,11",4.0,1,72.93,3.11
2119,"5,33,73",4.0,1,80.91,3.11
234,45,2.0,1,74.88,3.11
2302,"5,37,64,33,73,10",6.0,11,60.77,3.11
938,"19,75,9",6.0,11,52.15,3.105
2049,"5,8,65,61",1.0,1,75.35,3.105
1866,"5,64",4.0,1,62.93,3.105
1823,"19,66,33,51,73,6,10",4.0,1,81.86,3.105
3600,54,4.0,2,67.45,3.105
2692,"23,30,73",4.0,1,87.75,3.105
3877,"23,75",1.0,1,54.12,3.105
1116,28,4.0,1,80.03,3.105
2204,"60,73",6.0,5,65.84,3.105
290,"5,37,66,47",5.0,1,91.43,3.105
2581,2,4.0,1,54.05,3.105
1792,"7,8",1.0,1,60.34,3.105
3781,"5,37,66,47",4.0,1,91.29,3.105
3913,"5,57,73,6,80,10",4.0,1,91.4,3.1
3795,"60,73",3.0,2,101.02,3.1
1528,"5,64,1,33,73",6.0,5,77.83,3.1
1470,"7,55,75",6.0,27,69.38,3.1
2715,"19,73,41",4.0,1,91.18,3.1
3104,"7,47",4.0,1,60.67,3.1
3215,"5,33",5.0,1,73.7,3.095
2065,"19,73,6,9",6.0,3,76.83,3.1
