VideoId,keyWords,type,length,heat,rating
3141,"19,22,80",5.0,1,70.44,3.1
1812,"26,9",6.0,11,62.16,3.1
120,"19,73,80",6.0,8,61.32,3.095
3548,"5,8,47,73,80",5.0,1,70.27,3.095
920,"19,47,75",6.0,10,58.33,3.095
3491,"81,9",3.0,2,80.03,3.1
3161,"5,33,73,80",5.0,1,70.26,3.1
2365,"5,73",3.0,1,83.76,3.095
2245,"5,33,73,22",3.0,1,71.19,3.095
2773,"5,47,33,73",4.0,1,61.78,3.095
2801,"19,47,1",1.0,1,71.56,3.095
2887,77,3.0,1,93.24,3.095
7,"5,65,22",5.0,1,63.04,3.095
911,"67,75,6,80,9",6.0,11,68.83,3.095
3679,23,5.0,1,80.24,3.095
2641,"19,30,62,6",4.0,1,71.63,3.095
2884,"28,72",2.0,2,78.29,3.095
2380,67,3.0,1,75.83,3.095
3562,"5,6,10",4.0,1,103.35,3.09
256,"28,11,21",1.0,1,63.16,3.09
842,"19,21",6.0,3,92.11,3.09
3305,"28,75",5.0,1,67.34,3.09
3889,3,6.0,2,67.52,3.09
1713,"5,75,10",6.0,11,87.9,3.09
3174,"19,41",6.0,364,54.25,3.09
1097,"28,72",2.0,1,61.05,3.09
1570,19,6.0,11,73.64,3.09
1524,"5,61,51,73",5.0,1,58.46,3.09
929,"5,15,73,6",4.0,1,63.49,3.09
683,"7,15,47",4.0,3,61.94,3.09
2043,"19,8,59",5.0,1,58.15,3.085
475,"19,51,22,9,10",5.0,1,62.84,3.085
1476,"28,75,41",4.0,1,63.07,3.085
2898,"19,51,73",5.0,1,68.56,3.085
1088,"52,78,21",6.0,3,79.05,3.085
685,"23,12,30,62",6.0,3,132.57,3.085
3421,26,4.0,1,63.78,3.085
2183,"19,73,80",5.0,1,82.66,3.085
2244,"7,64,75",5.0,1,56.0,3.085
148,2,5.0,1,54.12,3.085
1052,"7,47,1,62",6.0,3,105.88,3.08
105,"5,37,66,33,73",4.0,1,85.43,3.08
3667,"19,75,21",5.0,1,58.1,3.08
435,"43,11,72",2.0,1,78.69,3.075
3468,19,6.0,7,66.18,3.075
3162,40,4.0,1,84.26,3.075
637,28,5.0,1,54.25,3.075
622,"77,22",5.0,1,69.81,3.075
2621,"60,51,41",6.0,3,57.1,3.075
1377,"19,30,62",4.0,1,110.14,3.075
2803,"28,62",5.0,1,78.3,3.075
2619,19,1.0,1,60.67,3.075
1221,45,4.0,1,77.41,3.07
2457,"5,37,73",4.0,1,74.23,3.07
2166,"5,16,11,72,73",2.0,1,82.67,3.07
1745,"74,75",6.0,11,80.46,3.075
2224,"19,33",6.0,48,59.85,3.07
1093,"7,64,73,80",4.0,2,73.84,3.07
461,"5,72,73",2.0,1,64.3,3.07
1389,"19,8,9",4.0,1,71.2,3.065
3617,"45,73,80",2.0,1,85.02,3.065
1005,"68,62,59,17",6.0,3,111.62,3.065
2644,"81,9",4.0,1,65.91,3.065
1019,"28,75",4.0,1,58.5,3.065
3404,"28,1,72",3.0,1,73.88,3.065
2225,"28,80",1.0,1,60.34,3.065
2685,"19,30,62",5.0,1,84.47,3.065
2862,"7,47,48,6",4.0,2,76.22,3.065
1589,"5,37,16,65,61,24,6,21",1.0,1,75.88,3.06
1742,45,2.0,1,72.14,3.06
843,45,2.0,1,87.15,3.06
1867,"5,11,33,78,73",4.0,2,99.69,3.06
2664,77,5.0,1,62.03,3.06
873,"5,73",6.0,6,58.33,3.06
1390,"60,51,73",4.0,2,79.67,3.06
1553,"19,33,73",5.0,1,79.56,3.06
3921,"26,41",3.0,1,56.8,3.06
2808,"5,65,22",6.0,3,91.13,3.06
361,"19,41",6.0,3,73.47,3.06
3250,"5,51",4.0,1,92.39,3.055
300,13,4.0,1,62.82,3.055
1178,"5,37,8,65",4.0,1,70.25,3.055
1763,"49,73,80",1.0,1,81.1,3.055
3203,"5,47,65",5.0,1,86.18,3.055
1884,26,4.0,1,86.66,3.055
1981,"45,21",2.0,1,61.02,3.055
2028,"19,51,73",5.0,5,65.21,3.05
1214,"5,15,11",4.0,1,91.77,3.05
168,"23,78",1.0,2,58.28,3.05
3508,"7,64,47",5.0,3,84.16,3.05
791,"23,72,30,41",2.0,1,54.38,3.05
904,"19,75",5.0,1,57.25,3.05
1520,40,1.0,1,79.66,3.05
3765,"43,78",3.0,1,89.76,3.05
3321,"23,72,30,59,41",6.0,3,91.69,3.05
3219,"23,66",5.0,1,82.2,3.05
58,"5,37,61,73",4.0,1,70.12,3.05
232,"23,47,72,41",2.0,1,65.73,3.05
1665,"19,75",6.0,11,64.45,3.045
1150,45,2.0,1,85.43,3.045
3581,"19,73,6",1.0,1,67.69,3.045
2768,"5,73",6.0,6,69.27,3.045
701,"23,1",5.0,1,74.77,3.045
160,"19,51,62,22",6.0,3,76.75,3.045
1054,45,1.0,1,53.22,3.045
2897,"32,72",1.0,1,58.97,3.045
113,"19,1,51",6.0,3,94.44,3.045
2355,"7,78,73",4.0,1,68.03,3.045
631,"5,33,73,80",4.0,1,64.07,3.045
905,"5,47,1,21",6.0,2,92.58,3.045
3509,"19,72",4.0,1,80.47,3.045
2748,"7,64,8,33,61,73,80",6.0,3,95.07,3.04
621,45,2.0,1,77.01,3.04
2311,"5,73",3.0,1,76.61,3.04
563,"13,59",1.0,1,56.59,3.04
2941,19,1.0,1,67.15,3.04
3660,"5,8,79,22",6.0,3,68.58,3.04
2537,"19,72",6.0,5,61.88,3.04
1197,"19,8,12,30,73",4.0,1,67.2,3.04
996,"7,64,47",4.0,1,62.4,3.035
3093,"7,75",1.0,1,70.43,3.035
1718,45,2.0,1,47.74,3.035
2228,"28,72",2.0,1,60.08,3.035
1175,23,5.0,1,79.07,3.035
854,45,2.0,1,66.35,3.035
18,"5,15,72",2.0,1,60.56,3.03
358,"19,66,30,22",4.0,1,60.81,3.03
2976,"68,62,59,17",4.0,1,100.89,3.03
519,"23,33,61,30,73,41",6.0,5,84.34,3.03
2438,"5,64",5.0,1,70.53,3.03
1452,"28,72",2.0,1,58.28,3.03
3629,"19,47",1.0,1,56.95,3.03
2197,"26,62,34",6.0,3,95.24,3.03
3842,20,1.0,1,54.64,3.03
3510,"28,72",2.0,1,54.76,3.03
2937,"7,64,66,30,73",6.0,3,76.48,3.03
2299,"23,47,78",1.0,1,67.03,3.03
1712,"7,64,21",5.0,1,59.54,3.03
2208,"28,75,72",1.0,1,56.69,3.025
1723,"5,33,73,10",1.0,1,63.57,3.025
2682,19,6.0,286,56.27,3.025
3696,3,6.0,2,65.37,3.025
2267,"19,66,12,30",6.0,2,101.97,3.025
3373,"23,30",4.0,1,89.23,3.025
3753,"7,64,47,6",6.0,3,93.42,3.025
3694,"5,37,64,73",4.0,1,81.4,3.02
3471,"5,61",3.0,2,88.14,3.02
3342,"5,73,6",5.0,1,65.24,3.02
1439,"5,73,59",4.0,1,67.18,3.02
328,28,5.0,2,76.16,3.02
1508,"7,75,33,73,6",5.0,1,64.32,3.02
1620,"7,47,65,75,73",6.0,6,74.23,3.015
1004,"50,41",6.0,3,106.97,3.015
979,"5,64,66,47,1,30,73,6",4.0,1,77.16,3.015
3879,"19,51,62",3.0,5,102.39,3.015
1415,"19,70,75",4.0,1,54.44,3.01
1219,"19,59",5.0,1,84.73,3.01
2608,"5,15,73,6",1.0,1,63.97,3.01
3622,"19,66,62,41",3.0,3,102.12,3.01
211,"5,64,62,73",6.0,3,83.53,3.01
3292,"23,61",1.0,1,71.06,3.01
3819,"19,62,22",6.0,3,97.42,3.01
3156,28,4.0,1,66.12,3.01
1161,"5,64,47,33,51",1.0,1,71.89,3.01
1789,"5,64,33,73",4.0,1,71.15,3.01
2313,"19,66,1,30,62",4.0,2,91.19,3.005
2848,"19,47,75,21,17",3.0,1,61.46,3.005
1195,"19,62",3.0,2,97.25,3.005
3942,"19,51",4.0,1,63.27,3.005
2532,"5,8,65,48",1.0,1,96.16,3.005
1182,"19,22",5.0,1,69.91,3.0
3120,"5,72",3.0,1,72.17,3.0
1567,"5,15,65,57,48",4.0,1,69.66,3.0
96,"13,72",2.0,1,79.68,2.995
702,"19,41",6.0,8,67.87,2.995
917,"5,72",2.0,1,90.25,2.995
3810,"5,16,51",5.0,3,81.6,2.995
2910,"19,8,12,30,62",6.0,3,86.11,2.995
1229,23,3.0,1,73.66,2.995
2811,45,2.0,1,80.12,2.995
795,"28,70,11,24,51,78",3.0,3,67.45,2.995
467,"45,73",2.0,1,78.6,2.995
3621,"19,73,22",5.0,1,58.1,2.99
3470,"19,22,9",3.0,1,93.8,2.99
3416,19,5.0,2,90.33,2.99
2718,"45,51",3.0,1,100.6,2.99
2291,54,3.0,1,93.41,2.985
410,40,1.0,1,61.05,2.985
2959,"19,6,41,9",5.0,1,67.8,2.985
2227,"7,8,73",1.0,1,69.69,2.985
3368,19,6.0,3,100.32,2.98
3092,"19,41",6.0,3,92.65,2.975
2094,5,3.0,2,79.77,2.98
508,45,2.0,1,72.29,2.98
73,45,3.0,1,67.73,2.985
2146,"19,12,30",6.0,3,98.05,2.98
3393,"26,59",4.0,1,61.75,2.98
755,"5,15,47,1,21",6.0,5,103.52,2.98
2011,"26,59",4.0,1,79.25,2.975
3119,"5,37,8,33,73,6,80",4.0,1,63.19,2.975
1887,"7,47,73",4.0,1,69.55,2.975
2103,"7,75",3.0,3,57.1,2.975
1165,40,5.0,3,81.32,2.975
2832,"28,72",2.0,1,65.58,2.975
821,"5,57,10",4.0,1,70.84,2.97
1062,"19,15",1.0,1,76.07,2.97
2919,"5,16,8,11,57,78,22",4.0,1,91.75,2.97
2187,7,1.0,1,71.68,2.97
3878,"23,9",5.0,1,58.97,2.97
21,"5,37,47,1,30,6,21",1.0,1,79.0,2.97
1412,19,5.0,1,91.37,2.97
1507,"5,33,30",1.0,1,67.34,2.97
1841,19,5.0,1,60.23,2.97
2432,"5,37,78,73",4.0,1,70.32,2.965
1392,"5,37,47,1,6",4.0,1,91.12,2.965
3875,"19,41,21",3.0,2,93.54,2.965
948,"60,73",6.0,5,76.26,2.965
2607,"7,47,73",4.0,1,82.85,2.965
1063,7,5.0,1,59.62,2.965
2004,"13,51",6.0,9,67.62,2.965
1020,"7,47,63,30",5.0,1,81.31,2.965
1200,49,6.0,6,74.19,2.965
2654,"23,41,9",6.0,3,109.26,2.96
2036,"7,47",4.0,1,72.32,2.96
395,"5,37,64,6",6.0,6,100.4,2.96
2706,19,6.0,3,81.2,2.96
1040,"49,78,73",4.0,1,79.28,2.96
3965,"5,33,61,73",4.0,1,81.05,2.96
381,45,2.0,1,49.63,2.96
3812,23,3.0,1,72.79,2.955
3829,"19,65,22",5.0,1,61.12,2.96
206,"5,37,64,47,70",5.0,1,63.94,2.96
1991,"5,37,47,73",1.0,1,72.3,2.96
2631,"5,15,47,73",4.0,1,72.34,2.955
2593,"5,64,1,62,59",6.0,4,78.92,2.955
3741,"5,37,75,33",1.0,1,61.97,2.955
547,"5,37,47",4.0,1,71.24,2.955
1111,"7,73,6",4.0,2,68.73,2.95
377,"5,57,62,10",4.0,1,74.17,2.95
609,"5,73",3.0,3,96.17,2.95
2942,"19,66",4.0,1,82.41,2.95
583,"3,72",5.0,1,91.69,2.95
1059,"19,66,61,22,41",6.0,3,104.78,2.955
3782,"28,65",1.0,1,61.91,2.95
385,32,1.0,1,50.51,2.95
1970,"5,37,47",1.0,1,67.2,2.945
1874,"45,51",3.0,1,54.82,2.945
2956,"7,47,1",4.0,1,72.32,2.945
2476,"23,66,12,65,33,21",6.0,3,80.8,2.945
249,"19,41",4.0,3,58.72,2.945
3294,"28,33,73",3.0,2,81.88,2.945
2872,"19,6,9",6.0,3,92.17,2.945
3541,"7,47",1.0,1,65.64,2.945
1485,"5,37,8,47,1",6.0,3,85.28,2.94
2951,"5,37,8,33,73,6,80",4.0,1,64.1,2.94
2440,45,2.0,1,55.19,2.94
22,"77,41",5.0,1,61.59,2.94
114,"60,80",5.0,1,85.33,2.94
1720,"5,47",1.0,1,68.15,2.935
705,49,4.0,1,64.32,2.935
3443,"13,51",5.0,2,92.21,2.935
34,"28,65,21",3.0,1,83.56,2.935
1914,"7,33,73",4.0,1,73.18,2.93
1287,"5,47,21",6.0,3,116.82,2.93
2600,"5,64,33,62",4.0,1,71.61,2.93
2131,45,2.0,1,69.27,2.93
442,"19,1",4.0,1,74.92,2.93
3506,"60,61",5.0,1,70.94,2.93
1996,"19,66,1",4.0,1,108.74,2.93
76,"5,66,9",5.0,2,87.24,2.93
1891,"7,47",5.0,1,82.81,2.93
2237,"5,33,73",4.0,1,89.72,2.925
3280,"19,24,10",6.0,3,92.79,2.925
1679,5,4.0,1,72.73,2.925
1098,"19,66",4.0,1,81.92,2.925
3916,"19,47",6.0,7,75.38,2.925
2879,"19,8,41",5.0,1,64.35,2.92
1998,19,1.0,1,57.0,2.915
1609,19,6.0,4,59.85,2.92
2372,"5,33,73",6.0,3,65.6,2.92
750,"45,80",4.0,1,68.46,2.92
16,54,4.0,1,78.6,2.92
448,"19,33,30",4.0,1,101.16,2.915
2110,"5,75",3.0,1,56.0,2.915
1586,"5,11,57,10,21",4.0,1,84.64,2.915
3253,"23,65",5.0,1,62.1,2.915
2275,19,3.0,1,51.14,2.915
2602,"19,30,73",6.0,3,70.03,2.915
2490,"28,65",1.0,1,61.12,2.915
1637,"19,41",6.0,3,78.23,2.915
635,"5,61,73",1.0,1,71.19,2.91
792,19,6.0,3,90.61,2.91
2726,"77,41",6.0,5,74.39,2.91
3664,"5,66,57,6,10",4.0,1,80.74,2.91
2406,19,3.0,1,84.04,2.905
576,45,2.0,1,69.81,2.905
2098,28,5.0,1,84.87,2.905
3537,"19,30",4.0,1,79.98,2.905
2052,"19,73,41",6.0,3,71.94,2.905
3773,5,4.0,1,68.2,2.9
941,40,6.0,1,94.97,2.9
3108,"23,11,24,78",6.0,3,123.45,2.9
2661,"19,73,80",5.0,2,75.43,2.9
3946,"5,33,73",4.0,1,69.52,2.9
959,19,6.0,3,71.17,2.9
651,"5,73,10",1.0,1,77.82,2.895
3485,40,1.0,1,65.51,2.895
1878,"45,41",2.0,1,63.04,2.895
1621,"5,37,33,73",4.0,1,69.29,2.895
3150,"7,64,47,51",4.0,1,71.2,2.895
3473,"5,64,66,1,30",4.0,1,85.93,2.895
3265,"3,12,62",4.0,1,66.74,2.89
166,"5,73",1.0,1,68.51,2.89
3072,"19,65",1.0,1,55.48,2.89
1779,"5,64,33,73",3.0,2,73.8,2.89
639,"7,47,75",1.0,1,65.53,2.89
743,19,5.0,2,85.89,2.89
2924,"19,8,66,30,22",4.0,1,66.89,2.885
1333,28,1.0,1,60.88,2.885
3154,"7,64,63",5.0,2,92.48,2.885
2068,"27,21",4.0,1,69.24,2.885
1334,"5,33,73",1.0,1,58.42,2.885
417,"19,75,72",2.0,1,52.85,2.885
3738,35,3.0,1,79.47,2.885
1560,2,6.0,6,59.38,2.88
2100,19,1.0,1,57.1,2.88
1286,"19,51",3.0,5,81.7,2.88
3428,"7,64,6",1.0,1,80.9,2.88
128,45,2.0,1,52.85,2.88
1396,19,5.0,1,64.04,2.875
1077,"5,37,47",5.0,1,57.35,2.875
3888,"56,10",1.0,1,67.8,2.87
3513,40,5.0,1,78.59,2.87
3800,"5,37,65,73,6",4.0,1,80.48,2.87
195,"28,75,72",2.0,1,62.49,2.87
3209,28,5.0,1,81.97,2.865
1639,45,6.0,3,73.29,2.865
2284,"28,9",5.0,1,66.27,2.865
856,"19,51",5.0,1,65.86,2.86
877,"45,21",2.0,1,62.64,2.86
663,"19,59",5.0,1,73.63,2.85
29,32,1.0,1,53.71,2.86
2484,"60,51,41",6.0,3,63.97,2.86
416,23,1.0,1,63.49,2.86
2800,"19,21",1.0,1,67.76,2.86
349,"5,37,79,6",6.0,3,62.13,2.86
3047,"7,64,47,73,6",4.0,1,75.45,2.855
3897,"19,51,73,80",4.0,1,73.28,2.855
3620,"5,33",5.0,1,78.47,2.855
3900,"2,72",2.0,1,53.36,2.855
1807,"5,8,61,73,59",4.0,1,70.03,2.855
2046,"5,11,73",4.0,1,84.54,2.855
2369,"19,47",3.0,1,52.92,2.85
1272,40,5.0,1,74.97,2.855
1277,"5,47,33,61,73,80",1.0,1,71.29,2.85
2113,35,1.0,1,68.27,2.85
347,"5,8,33,61,73",4.0,1,74.78,2.845
1196,"19,62",3.0,2,63.7,2.845
830,"7,64,47,6",1.0,1,62.13,2.85
1726,60,5.0,1,65.88,2.845
3465,"19,66,21",4.0,1,73.74,2.845
3038,"5,64,33,51,62,73",4.0,1,68.86,2.84
52,45,2.0,1,62.7,2.84
3590,"45,41",2.0,1,76.86,2.84
3049,45,2.0,1,63.7,2.84
1338,"5,30,73",4.0,1,66.87,2.84
2790,"19,30,62,41",1.0,1,62.28,2.84
731,2,3.0,1,53.92,2.84
3593,45,2.0,1,52.85,2.84
1685,"5,8,11",4.0,1,85.62,2.84
517,"23,34",4.0,1,88.81,2.835
1983,"7,8,47",4.0,1,85.46,2.835
472,45,2.0,1,61.19,2.835
2739,"2,72",2.0,1,54.25,2.835
1952,3,5.0,1,83.78,2.835
1375,"19,78",4.0,2,87.7,2.83
599,19,3.0,1,91.58,2.83
453,"7,64",3.0,3,54.31,2.83
346,45,2.0,1,73.54,2.83
1305,45,2.0,1,62.76,2.825
3867,"19,73,41",1.0,1,70.57,2.825
1843,"28,11",4.0,1,71.29,2.825
3187,"49,78",3.0,1,67.36,2.825
1987,,1.0,1,57.73,2.825
2997,23,4.0,1,62.84,2.82
3275,45,2.0,1,51.23,2.82
1799,"19,47",6.0,5,93.09,2.82
1497,45,2.0,1,69.35,2.82
2888,"19,41",6.0,3,85.65,2.82
575,"7,47,72",2.0,1,49.21,2.815
2926,"5,6,9",6.0,1,56.16,2.815
383,40,1.0,1,49.83,2.815
2174,"7,64,80",4.0,1,61.09,2.815
629,"23,47,30,73,59,34,21",4.0,1,101.35,2.81
3727,"23,30,34",4.0,1,92.53,2.81
3960,"7,66,47",4.0,1,72.96,2.81
2918,"19,9",6.0,3,101.89,2.81
2629,"19,41",3.0,1,71.38,2.805
975,"60,73",5.0,1,88.25,2.805
3502,"19,47",4.0,1,80.95,2.805
341,23,5.0,1,84.02,2.8
101,"81,9",3.0,1,53.85,2.8
849,"60,51,73,80",5.0,1,88.43,2.8
3381,"28,72",2.0,1,60.05,2.8
2560,"19,41",6.0,3,77.97,2.8
183,"45,62",2.0,1,63.46,2.795
862,"28,72",1.0,1,61.22,2.795
2056,"5,64,47,75,30",6.0,6,86.09,2.795
772,"19,24,51",3.0,2,58.01,2.795
649,28,1.0,1,69.81,2.795
2758,77,4.0,1,72.96,2.795
2632,"7,47",1.0,1,58.06,2.795
3934,19,6.0,3,93.36,2.795
3774,"32,41",5.0,2,67.76,2.795
2226,"28,78",3.0,1,57.4,2.795
945,"19,8,47,1,30",4.0,1,72.1,2.79
2712,"19,75",6.0,3,59.02,2.79
2093,"2,72",2.0,1,49.93,2.79
1041,"5,47,6",3.0,1,61.72,2.79
1857,"28,72",2.0,1,58.59,2.785
480,19,5.0,1,64.81,2.785
1951,"13,72",2.0,1,58.01,2.785
1916,"19,51,62,22",5.0,1,61.12,2.785
2558,39,3.0,1,51.74,2.785
1546,"19,66,62",4.0,1,72.99,2.78
1076,19,3.0,1,55.66,2.78
345,"2,72",2.0,1,55.48,2.78
3807,"19,9",3.0,1,70.86,2.775
3149,2,1.0,1,58.85,2.775
1010,45,2.0,1,54.76,2.775
43,45,2.0,1,65.44,2.775
1682,40,1.0,1,80.86,2.775
2583,"19,51",5.0,1,80.86,2.78
367,"2,72",2.0,1,51.91,2.77
2580,"19,1,59",4.0,1,67.05,2.765
1829,"5,64,66,51",4.0,1,75.88,2.765
3789,"19,75",6.0,7,65.1,2.765
1588,"19,41",4.0,3,61.29,2.765
1022,"28,78",1.0,1,67.36,2.765
2913,"5,33,61,73,80",5.0,1,67.85,2.765
2529,"5,33,73",1.0,1,72.94,2.76
1270,"28,72",2.0,1,55.37,2.76
2998,45,2.0,1,50.13,2.755
1359,"19,33,51",5.0,1,60.05,2.75
3454,"19,41",5.0,1,58.1,2.75
3616,"5,33,72,51,73",5.0,1,60.77,2.75
628,"60,73",6.0,6,82.66,2.75
3798,"19,51,73,6,10",4.0,1,81.26,2.75
2437,7,1.0,1,61.49,2.75
1403,"5,72",6.0,2,90.31,2.75
112,"19,11,21",5.0,1,69.37,2.75
3467,54,4.0,1,71.14,2.745
2250,45,2.0,1,57.45,2.745
2524,"60,73,6",4.0,3,59.18,2.745
1066,"19,11,30,73",4.0,1,87.42,2.74
2467,"19,66",4.0,1,81.52,2.74
3734,"5,64,79",3.0,3,87.61,2.74
3110,"23,72",2.0,1,57.87,2.74
3634,28,1.0,1,61.42,2.74
3848,32,1.0,1,56.05,2.74
1606,19,3.0,1,62.58,2.74
271,"5,57,30,59",4.0,1,68.17,2.74
3937,45,2.0,1,56.69,2.735
1756,"19,8,30,73",4.0,1,73.77,2.735
1927,"54,17",5.0,1,99.37,2.735
316,"28,73",1.0,1,67.78,2.735
521,"5,37",4.0,1,68.01,2.735
3587,"19,8,30,62",3.0,2,87.08,2.73
2469,7,3.0,1,65.21,2.73
1658,"5,8,11",4.0,1,89.41,2.73
3277,"49,22,21",4.0,1,77.65,2.73
1515,"5,66,12,1",4.0,1,91.19,2.73
2213,"49,33,73",4.0,1,74.59,2.725
670,"5,73",4.0,1,64.02,2.725
1579,"5,73",3.0,1,61.81,2.725
3525,19,1.0,1,62.13,2.725
1753,"7,61",1.0,1,69.1,2.725
2665,"19,62,41",6.0,3,96.0,2.725
456,"26,62,59",4.0,1,74.32,2.72
2320,"45,21,17",2.0,1,49.63,2.72
2671,"19,65,61",1.0,1,55.66,2.72
2460,40,1.0,1,56.27,2.72
2253,"19,66",5.0,1,75.93,2.72
33,19,6.0,4,57.35,2.71
2351,"28,72",3.0,1,67.15,2.71
2512,"5,37,47",4.0,1,63.16,2.705
2220,"7,8,11,73,6,21",6.0,3,71.11,2.705
1772,"60,73,80",5.0,1,82.71,2.705
883,"5,73",3.0,1,57.05,2.7
1478,28,1.0,1,56.75,2.7
3851,"5,61",1.0,1,69.73,2.7
2389,45,2.0,1,48.21,2.7
641,74,3.0,1,65.35,2.7
2996,40,3.0,1,50.78,2.7
3226,"28,1,59",4.0,1,66.95,2.695
330,45,3.0,1,67.28,2.695
2122,45,2.0,1,58.5,2.695
1501,77,1.0,1,73.83,2.69
1335,19,3.0,2,77.82,2.69
1055,5,1.0,1,68.44,2.69
1868,"7,64,75,73",3.0,1,57.35,2.69
2383,"19,22",3.0,2,65.28,2.69
2142,"2,72",2.0,1,49.73,2.69
1154,19,1.0,1,56.05,2.69
3107,45,3.0,1,74.34,2.69
3858,"2,72",2.0,1,49.42,2.685
1965,"5,64,47",4.0,1,91.07,2.685
279,,1.0,1,52.7,2.685
3989,"7,21",1.0,1,74.48,2.685
1803,"19,8",1.0,1,56.9,2.68
3016,28,1.0,1,63.65,2.68
1313,"19,8,11,78,30",6.0,2,94.75,2.68
1129,"28,1,62",4.0,1,88.48,2.68
1421,"19,1",6.0,3,86.52,2.68
111,19,1.0,1,54.31,2.68
923,"45,41",2.0,1,56.9,2.675
283,"19,75",6.0,5,72.02,2.675
1668,28,4.0,1,64.72,2.675
724,45,1.0,1,59.85,2.675
1731,32,6.0,2,66.87,2.675
661,"77,80",1.0,1,76.63,2.67
1028,"19,73",3.0,1,67.76,2.665
1906,"19,72",1.0,1,54.44,2.665
1511,5,4.0,1,90.99,2.665
668,7,1.0,1,62.16,2.66
3408,5,1.0,1,64.02,2.655
2932,"19,9",1.0,1,56.64,2.655
1435,54,5.0,1,77.24,2.65
3775,45,2.0,1,50.03,2.65
3996,"43,8,78,30,34",4.0,1,81.18,2.65
586,20,1.0,1,53.14,2.65
2145,"5,57,59",4.0,1,60.7,2.645
1473,"19,8,66,30,62",4.0,1,77.68,2.645
2288,"5,47",5.0,1,78.05,2.64
1409,"19,41",4.0,2,62.64,2.64
3121,"5,73",4.0,1,64.42,2.64
3872,19,1.0,1,66.72,2.64
618,43,3.0,1,58.59,2.64
3374,45,2.0,1,50.03,2.64
1801,"19,11,21,46",3.0,1,82.54,2.635
768,19,1.0,1,62.4,2.635
2184,"7,47",1.0,1,79.34,2.63
571,"7,64,47,1,6",4.0,1,72.0,2.63
3735,,1.0,1,55.54,2.63
3318,45,2.0,1,61.22,2.63
3910,19,3.0,1,55.72,2.63
983,"50,41",3.0,1,57.69,2.63
2556,"77,22",1.0,1,83.81,2.625
1292,43,1.0,1,50.41,2.625
204,"19,66,12,30,22",4.0,1,86.5,2.62
531,"7,64",1.0,1,52.54,2.62
884,45,1.0,1,57.0,2.62
2006,"5,66,57,73,6",4.0,1,78.58,2.615
577,28,4.0,1,69.38,2.615
954,"19,16,11,22",4.0,4,78.08,2.615
55,7,1.0,1,62.61,2.615
2857,"23,24,79",1.0,1,52.23,2.61
3363,"60,73,80",5.0,1,58.01,2.61
1610,"7,64",1.0,1,52.85,2.61
2634,"23,30",4.0,1,80.09,2.605
2735,"19,51",5.0,1,55.77,2.605
473,"5,73,80",3.0,1,72.27,2.605
2853,"43,8",1.0,1,67.96,2.605
3777,,1.0,1,56.11,2.6
1862,"43,72",2.0,1,67.54,2.595
799,"2,72",2.0,1,52.07,2.595
282,"5,72",3.0,1,55.37,2.595
3854,5,1.0,1,65.05,2.59
1628,"49,73,80",4.0,1,68.61,2.59
3194,"32,75,61",1.0,1,67.56,2.59
3638,"19,62",4.0,1,71.39,2.585
3788,"23,72",4.0,1,83.24,2.575
1920,45,1.0,1,73.45,2.58
2012,19,1.0,1,62.28,2.58
1577,19,3.0,1,70.44,2.58
3340,"32,75,72",2.0,1,48.89,2.58
1702,40,3.0,1,75.59,2.575
1863,"60,73",1.0,1,62.82,2.575
1152,43,1.0,1,50.78,2.575
2738,,1.0,1,56.32,2.575
3018,"60,61,73",4.0,1,88.89,2.57
3071,"5,64,24,79",4.0,1,77.21,2.57
2847,45,2.0,1,50.41,2.565
219,45,1.0,1,72.96,2.56
1406,"23,30,22",4.0,1,71.58,2.56
401,"5,59",4.0,1,85.87,2.56
2736,,1.0,1,58.37,2.56
3459,45,2.0,1,52.54,2.56
2054,"23,34",4.0,1,91.24,2.56
2584,"5,33",1.0,1,56.11,2.555
1593,"5,37,64,66,47,1,73,10",6.0,2,91.47,2.555
1402,40,1.0,1,64.2,2.555
3683,,1.0,1,56.22,2.56
1590,45,2.0,1,54.51,2.55
1654,"77,80",1.0,1,66.58,2.55
2988,7,1.0,1,64.96,2.545
63,35,1.0,1,68.6,2.545
1487,20,1.0,1,62.67,2.535
2677,45,2.0,1,50.6,2.54
2364,43,1.0,1,55.72,2.54
1058,,1.0,1,55.19,2.54
3300,"28,75,72",2.0,1,58.59,2.535
3296,"19,66,62",4.0,1,66.91,2.53
2031,"19,70,51",3.0,1,64.27,2.53
2322,,1.0,1,50.78,2.525
3166,19,6.0,3,79.56,2.52
3500,"43,72",2.0,1,85.94,2.52
3852,43,1.0,1,50.03,2.52
1017,"19,75,72,73,80",2.0,1,60.52,2.515
1258,"28,72",2.0,1,61.39,2.515
3577,45,2.0,1,55.77,2.51
2418,45,5.0,1,53.36,2.51
3899,"5,72",2.0,1,55.72,2.51
1388,43,1.0,1,49.93,2.51
2856,"19,30,59",4.0,1,74.1,2.505
2384,"2,72,17",2.0,1,58.76,2.505
2896,45,2.0,1,48.44,2.505
717,5,3.0,1,52.62,2.5
1550,19,1.0,1,56.95,2.5
3171,5,1.0,1,66.6,2.49
3917,43,1.0,1,50.51,2.49
3356,"3,1,51,73",4.0,1,88.07,2.485
412,"45,41",2.0,1,55.66,2.485
466,"5,37,64,66,70,51,62",5.0,1,73.88,2.48
3876,"32,72",1.0,1,70.53,2.48
